"[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)",20171231,20161231,20151231,20141231
ifrs_OtherCurrentNonfinancialLiabilities,기타유동부채,Other current non-financial liabilities,재무상태표 [abstract],부채  [abstract],유동부채,기타유동부채,964610346.0,1368041507.0,107287655.0,599286240.0
entity00541349_udf_BS_2022413121720148_CurrentLiabilities,파생상품부채,Derivative liabilities,재무상태표 [abstract],부채  [abstract],유동부채,파생상품부채,2583844.0,0.0,0.0,0.0
ifrs_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채  [abstract],비유동부채,,52355339110.0,92987302000.0,118047842470.0,85179126033.0
dart_LongTermBorrowingsGross,장기차입금,"Long-term borrowings, gross",재무상태표 [abstract],부채  [abstract],비유동부채,장기차입금,48125000000.0,89000000000.0,114089055057.0,84400766146.0
entity00541349_udf_BS_2012327164454593_NoncurrentLiabilities,충당부채,Provisions,재무상태표 [abstract],부채  [abstract],비유동부채,충당부채,964336985.0,764344392.0,752460940.0,698079475.0
dart_PostemploymentBenefitObligations,퇴직급여채무,Post-employment benefit obligations,재무상태표 [abstract],부채  [abstract],비유동부채,퇴직급여채무,266002125.0,222957608.0,206326473.0,80280412.0
entity00541349_udf_BS_2016330115647408_NoncurrentLiabilities,국고보조금,Other Non-current liabilities,재무상태표 [abstract],부채  [abstract],비유동부채,국고보조금,3000000000.0,3000000000.0,3000000000.0,0.0
ifrs_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채  [abstract],부채총계,,176645641783.0,165374761628.0,230537478606.0,196739013389.0
ifrs_EquityAttributableToOwnersOfParent,지배기업소유주지분,Equity attributable to owners of parent,재무상태표 [abstract],자본 [abstract],지배기업소유주지분,,293623668334.0,276705833985.0,192314176401.0,192446361806.0
entity00541349_udf_BS_2015515105652609_EquityAttributableToOwnersOfParent,납입자본,Contributed equity,재무상태표 [abstract],자본 [abstract],지배기업소유주지분,납입자본,309705337009.0,307298470797.0,196830552748.0,182652853207.0
entity00541349_udf_BS_2015515105719145_EquityAttributableToOwnersOfParent,이익잉여금(결손금),Retained earnings,재무상태표 [abstract],자본 [abstract],지배기업소유주지분,이익잉여금(결손금),-20909503008.0,-35833039755.0,-14414234305.0,1264978178.0
entity00541349_udf_BS_201551510589970_EquityAttributableToOwnersOfParent,기타자본,Elements of other stockholder's equity,재무상태표 [abstract],자본 [abstract],지배기업소유주지분,기타자본,4827834333.0,5240402943.0,9897857958.0,8528530421.0
ifrs_NoncontrollingInterests,비지배지분,Non-controlling interests,재무상태표 [abstract],자본 [abstract],비지배지분,,0.0,0.0,0.0,0.0
ifrs_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,293623668334.0,276705833985.0,192314176401.0,192446361806.0
ifrs_EquityAndLiabilities,자본과부채총계,Total equity and liabilities,재무상태표 [abstract],자본과부채총계,,,470269310117.0,442080595613.0,422851655007.0,389185375195.0
