concept_id,label_ko,label_en,class1,class2,class3,Date,finance_statement,corp_code,company
ifrs-full_Liabilities,부채총계,"Total liabilities",부채,부채총계,NULL,20191231,284380746162,066970,엘앤에프
ifrs-full_EquityAttributableToOwnersOfParent,"지배기업의 소유주에게 귀속되는 자본","Equity attributable to owners of parent",자본,"지배기업의 소유주에게 귀속되는 자본",NULL,20191231,129428046000,066970,엘앤에프
dart_CapitalSurplus,자본잉여금,"Capital surplus",자본,"지배기업의 소유주에게 귀속되는 자본",자본잉여금,20191231,80036228474,066970,엘앤에프
dart_ElementsOfOtherStockholdersEquity,기타자본구성요소,"Elements of other stockholder's equity",자본,"지배기업의 소유주에게 귀속되는 자본",기타자본구성요소,20191231,2181659251,066970,엘앤에프
ifrs-full_RetainedEarnings,이익잉여금(결손금),"Retained earnings",자본,"지배기업의 소유주에게 귀속되는 자본",이익잉여금(결손금),20191231,34830793775,066970,엘앤에프
ifrs-full_NoncontrollingInterests,비지배지분,"Non-controlling interests",자본,비지배지분,NULL,20191231,2392486562,066970,엘앤에프
ifrs-full_Equity,자본총계,"Total equity",자본,자본총계,NULL,20191231,131820532562,066970,엘앤에프
ifrs-full_OtherCurrentFinancialLiabilities,기타유동금융부채,"Other current financial liabilities",부채,유동부채,기타유동금융부채,20191231,3833147517,066970,엘앤에프
dart_NonCurrentDerivativeLiabilities,비유동파생상품부채,"Non-current derivative liabilities",부채,비유동부채,비유동파생상품부채,20191231,653370000,066970,엘앤에프
ifrs-full_EquityAndLiabilities,자본과부채총계,"Total equity and liabilities",자본과부채총계,NULL,NULL,20191231,416201278724,066970,엘앤에프
dart_CurrentPortionOfConvertibleBonds,유동성전환사채,"Current portion of convertible bonds",부채,유동부채,유동성전환사채,20191231,0,066970,엘앤에프
ifrs-full_ShorttermBorrowings,단기차입금,"Short-term borrowings",부채,유동부채,단기차입금,20191231,138917762958,066970,엘앤에프
ifrs-full_CurrentAssets,유동자산,"Current assets",자산,유동자산,NULL,20191231,206225288157,066970,엘앤에프
ifrs-full_CashAndCashEquivalents,현금및현금성자산,"Cash and cash equivalents",자산,유동자산,현금및현금성자산,20191231,828386414,066970,엘앤에프
ifrs-full_TradeAndOtherCurrentReceivables,"매출채권 및 기타채권","Trade and other current receivables",자산,유동자산,"매출채권 및 기타채권",20191231,58407045632,066970,엘앤에프
entity00398701_udf_BS_202233102148814_CurrentAssets,기타유동투자자산,"Other current investment assets",자산,유동자산,기타유동투자자산,20191231,83050000,066970,엘앤에프
ifrs-full_Inventories,재고자산,Inventories,자산,유동자산,재고자산,20191231,138611898429,066970,엘앤에프
ifrs-full_OtherCurrentFinancialAssets,기타유동금융자산,"Other current financial assets",자산,유동자산,기타유동금융자산,20191231,2394258394,066970,엘앤에프
ifrs-full_CurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,공정가치측정금융자산,"Current financial assets at fair value through profit or loss, designated upon initial recognition or subsequently",자산,유동자산,공정가치측정금융자산,20191231,0,066970,엘앤에프
dart_OtherCurrentAssets,기타유동자산,"Other current assets",자산,유동자산,기타유동자산,20191231,5657686375,066970,엘앤에프
ifrs-full_CurrentTaxAssets,당기법인세자산,"Current tax assets",자산,유동자산,당기법인세자산,20191231,242962913,066970,엘앤에프
ifrs-full_NoncurrentAssets,비유동자산,"Non-current assets",자산,비유동자산,NULL,20191231,209975990567,066970,엘앤에프
ifrs-full_CurrentPortionOfLongtermBorrowings,유동성장기차입금,"Current portion of long-term borrowings",부채,유동부채,유동성장기차입금,20191231,7923143324,066970,엘앤에프
dart_LongTermTradeAndOtherNonCurrentReceivablesGross,"장기매출채권 및 기타비유동채권","Long-term trade and other non-current receivables, gross",자산,비유동자산,"장기매출채권 및 기타비유동채권",20191231,819720198,066970,엘앤에프
ifrs-full_PropertyPlantAndEquipment,유형자산,"Property, plant and equipment",자산,비유동자산,유형자산,20191231,196500851648,066970,엘앤에프
ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,"Intangible assets other than goodwill",자산,비유동자산,무형자산,20191231,8505434781,066970,엘앤에프
dart_OtherNonCurrentAssets,기타비유동자산,"Other non-current assets",자산,비유동자산,기타비유동자산,20191231,59826324,066970,엘앤에프
entity00398701_udf_BS_20233612330229_NoncurrentAssets,순확정급여자산,"Present value of defined benefit assets",자산,비유동자산,순확정급여자산,20191231,0,066970,엘앤에프
ifrs-full_DeferredTaxAssets,이연법인세자산,"Deferred tax assets",자산,비유동자산,이연법인세자산,20191231,2080827616,066970,엘앤에프
ifrs-full_Assets,자산총계,"Total assets",자산,자산총계,NULL,20191231,416201278724,066970,엘앤에프
ifrs-full_CurrentLiabilities,유동부채,"Current liabilities",부채,유동부채,NULL,20191231,187498227371,066970,엘앤에프
ifrs-full_TradeAndOtherCurrentPayables,"매입채무 및 기타채무","Trade and other current payables",부채,유동부채,"매입채무 및 기타채무",20191231,36023473631,066970,엘앤에프
entity00398701_udf_BS_202233102350242_NoncurrentAssets,기타비유동투자자산,"Other non-current investment asset",자산,비유동자산,기타비유동투자자산,20191231,2009330000,066970,엘앤에프
ifrs-full_PropertyPlantAndEquipment,유형자산,"Property, plant and equipment",자산,비유동자산,유형자산,20201231,237424710863,066970,엘앤에프
ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,"Intangible assets other than goodwill",자산,비유동자산,무형자산,20201231,8860744351,066970,엘앤에프
dart_OtherNonCurrentAssets,기타비유동자산,"Other non-current assets",자산,비유동자산,기타비유동자산,20201231,574817583,066970,엘앤에프
ifrs-full_CurrentLiabilities,유동부채,"Current liabilities",부채,유동부채,NULL,20201231,158120232264,066970,엘앤에프
ifrs-full_DeferredTaxAssets,이연법인세자산,"Deferred tax assets",자산,비유동자산,이연법인세자산,20201231,4137724491,066970,엘앤에프
ifrs-full_Assets,자산총계,"Total assets",자산,자산총계,NULL,20201231,466217399194,066970,엘앤에프
dart_LongTermTradeAndOtherNonCurrentReceivablesGross,"장기매출채권 및 기타비유동채권","Long-term trade and other non-current receivables, gross",자산,비유동자산,"장기매출채권 및 기타비유동채권",20201231,814598198,066970,엘앤에프
entity00398701_udf_BS_20233612330229_NoncurrentAssets,순확정급여자산,"Present value of defined benefit assets",자산,비유동자산,순확정급여자산,20201231,0,066970,엘앤에프
entity00398701_udf_BS_202233102350242_NoncurrentAssets,기타비유동투자자산,"Other non-current investment asset",자산,비유동자산,기타비유동투자자산,20201231,2361260000,066970,엘앤에프
ifrs-full_OtherCurrentFinancialAssets,기타유동금융자산,"Other current financial assets",자산,유동자산,기타유동금융자산,20201231,17103074167,066970,엘앤에프
ifrs-full_CurrentTaxAssets,당기법인세자산,"Current tax assets",자산,유동자산,당기법인세자산,20201231,464760499,066970,엘앤에프
dart_OtherCurrentAssets,기타유동자산,"Other current assets",자산,유동자산,기타유동자산,20201231,4536444300,066970,엘앤에프
ifrs-full_CurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,공정가치측정금융자산,"Current financial assets at fair value through profit or loss, designated upon initial recognition or subsequently",자산,유동자산,공정가치측정금융자산,20201231,0,066970,엘앤에프
ifrs-full_Inventories,재고자산,Inventories,자산,유동자산,재고자산,20201231,105275505294,066970,엘앤에프
entity00398701_udf_BS_202233102148814_CurrentAssets,기타유동투자자산,"Other current investment assets",자산,유동자산,기타유동투자자산,20201231,5325000,066970,엘앤에프
ifrs-full_TradeAndOtherCurrentReceivables,"매출채권 및 기타채권","Trade and other current receivables",자산,유동자산,"매출채권 및 기타채권",20201231,63433102219,066970,엘앤에프
ifrs-full_CashAndCashEquivalents,현금및현금성자산,"Cash and cash equivalents",자산,유동자산,현금및현금성자산,20201231,21225332229,066970,엘앤에프
ifrs-full_CurrentAssets,유동자산,"Current assets",자산,유동자산,NULL,20201231,212043543708,066970,엘앤에프
ifrs-full_TradeAndOtherCurrentPayables,"매입채무 및 기타채무","Trade and other current payables",부채,유동부채,"매입채무 및 기타채무",20201231,42754400605,066970,엘앤에프
ifrs-full_NoncurrentAssets,비유동자산,"Non-current assets",자산,비유동자산,NULL,20201231,254173855486,066970,엘앤에프
ifrs-full_ShorttermBorrowings,단기차입금,"Short-term borrowings",부채,유동부채,단기차입금,20201231,13521483324,066970,엘앤에프
ifrs-full_CurrentPortionOfLongtermBorrowings,유동성장기차입금,"Current portion of long-term borrowings",부채,유동부채,유동성장기차입금,20201231,96766586623,066970,엘앤에프
ifrs-full_IssuedCapital,자본금,"Issued capital",자본,"지배기업의 소유주에게 귀속되는 자본",자본금,20201231,14029364500,066970,엘앤에프
dart_CurrentPortionOfConvertibleBonds,유동성전환사채,"Current portion of convertible bonds",부채,유동부채,유동성전환사채,20201231,0,066970,엘앤에프
ifrs-full_Equity,자본총계,"Total equity",자본,자본총계,NULL,20201231,197605845820,066970,엘앤에프
ifrs-full_NoncontrollingInterests,비지배지분,"Non-controlling interests",자본,비지배지분,NULL,20201231,3164730672,066970,엘앤에프
ifrs-full_RetainedEarnings,이익잉여금(결손금),"Retained earnings",자본,"지배기업의 소유주에게 귀속되는 자본",이익잉여금(결손금),20201231,17904411668,066970,엘앤에프
dart_ElementsOfOtherStockholdersEquity,기타자본구성요소,"Elements of other stockholder's equity",자본,"지배기업의 소유주에게 귀속되는 자본",기타자본구성요소,20201231,2223514906,066970,엘앤에프
dart_CapitalSurplus,자본잉여금,"Capital surplus",자본,"지배기업의 소유주에게 귀속되는 자본",자본잉여금,20201231,160283824074,066970,엘앤에프
ifrs-full_EquityAndLiabilities,자본과부채총계,"Total equity and liabilities",자본과부채총계,NULL,NULL,20201231,466217399194,066970,엘앤에프
ifrs-full_EquityAttributableToOwnersOfParent,"지배기업의 소유주에게 귀속되는 자본","Equity attributable to owners of parent",자본,"지배기업의 소유주에게 귀속되는 자본",NULL,20201231,194441115148,066970,엘앤에프
ifrs-full_Liabilities,부채총계,"Total liabilities",부채,부채총계,NULL,20201231,268611553374,066970,엘앤에프
dart_NonCurrentDerivativeLiabilities,비유동파생상품부채,"Non-current derivative liabilities",부채,비유동부채,비유동파생상품부채,20201231,11906990000,066970,엘앤에프
ifrs-full_DeferredTaxLiabilities,이연법인세부채,"Deferred tax liabilities",부채,비유동부채,이연법인세부채,20201231,0,066970,엘앤에프
dart_PresentValueOfDefinedBenefitObligation,확정급여채무,"Present value of defined benefit obligation",부채,비유동부채,확정급여채무,20201231,2356946935,066970,엘앤에프
dart_ConvertibleRedeemablePreferredStockLiabilities,상환전환우선주부채,"Convertible redeemable preferred stock liabilities",부채,비유동부채,상환전환우선주부채,20201231,0,066970,엘앤에프
dart_BondWithWarrant,신주인수권부사채,"Bond with warrant",부채,비유동부채,신주인수권부사채,20201231,0,066970,엘앤에프
dart_ConvertibleBonds,전환사채,"Convertible bonds",부채,비유동부채,전환사채,20201231,4716472612,066970,엘앤에프
dart_LongTermBorrowingsGross,장기차입금,"Long-term borrowings, gross",부채,비유동부채,장기차입금,20201231,90532665547,066970,엘앤에프
ifrs-full_NoncurrentLiabilities,비유동부채,"Non-current liabilities",부채,비유동부채,NULL,20201231,110491321110,066970,엘앤에프
ifrs-full_CurrentTaxLiabilities,당기법인세부채,"Current tax liabilities",부채,유동부채,당기법인세부채,20201231,0,066970,엘앤에프
dart_OtherCurrentLiabilities,기타유동부채,"Other current liabilities",부채,유동부채,기타유동부채,20201231,1076609023,066970,엘앤에프
entity00398701_udf_BS_202336132936700_CurrentLiabilities,유동성파생상품부채,"Current Derivatives Liabilities",부채,유동부채,유동성파생상품부채,20201231,0,066970,엘앤에프
ifrs-full_OtherCurrentFinancialLiabilities,기타유동금융부채,"Other current financial liabilities",부채,유동부채,기타유동금융부채,20201231,4001152689,066970,엘앤에프
ifrs-full_OtherNoncurrentFinancialLiabilities,기타비유동금융부채,"Other non-current financial liabilities",부채,비유동부채,기타비유동금융부채,20201231,978246016,066970,엘앤에프
dart_OtherNonCurrentAssets,기타비유동자산,"Other non-current assets",자산,비유동자산,기타비유동자산,20211231,495373606,066970,엘앤에프
ifrs-full_PropertyPlantAndEquipment,유형자산,"Property, plant and equipment",자산,비유동자산,유형자산,20211231,427125899595,066970,엘앤에프
ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,"Intangible assets other than goodwill",자산,비유동자산,무형자산,20211231,9516622885,066970,엘앤에프
entity00398701_udf_BS_20233612330229_NoncurrentAssets,순확정급여자산,"Present value of defined benefit assets",자산,비유동자산,순확정급여자산,20211231,0,066970,엘앤에프
ifrs-full_ShorttermBorrowings,단기차입금,"Short-term borrowings",부채,유동부채,단기차입금,20211231,129615075764,066970,엘앤에프
ifrs-full_Assets,자산총계,"Total assets",자산,자산총계,NULL,20211231,1532199428137,066970,엘앤에프
ifrs-full_CurrentLiabilities,유동부채,"Current liabilities",부채,유동부채,NULL,20211231,398276731074,066970,엘앤에프
ifrs-full_TradeAndOtherCurrentPayables,"매입채무 및 기타채무","Trade and other current payables",부채,유동부채,"매입채무 및 기타채무",20211231,218907560251,066970,엘앤에프
ifrs-full_DeferredTaxAssets,이연법인세자산,"Deferred tax assets",자산,비유동자산,이연법인세자산,20211231,20201185221,066970,엘앤에프
dart_LongTermTradeAndOtherNonCurrentReceivablesGross,"장기매출채권 및 기타비유동채권","Long-term trade and other non-current receivables, gross",자산,비유동자산,"장기매출채권 및 기타비유동채권",20211231,807598198,066970,엘앤에프
ifrs-full_CurrentAssets,유동자산,"Current assets",자산,유동자산,NULL,20211231,1070617278632,066970,엘앤에프
ifrs-full_NoncurrentAssets,비유동자산,"Non-current assets",자산,비유동자산,NULL,20211231,461582149505,066970,엘앤에프
ifrs-full_CurrentTaxAssets,당기법인세자산,"Current tax assets",자산,유동자산,당기법인세자산,20211231,0,066970,엘앤에프
dart_OtherCurrentAssets,기타유동자산,"Other current assets",자산,유동자산,기타유동자산,20211231,17459727358,066970,엘앤에프
ifrs-full_CurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,공정가치측정금융자산,"Current financial assets at fair value through profit or loss, designated upon initial recognition or subsequently",자산,유동자산,공정가치측정금융자산,20211231,35114163934,066970,엘앤에프
ifrs-full_OtherCurrentFinancialAssets,기타유동금융자산,"Other current financial assets",자산,유동자산,기타유동금융자산,20211231,213799034040,066970,엘앤에프
ifrs-full_Inventories,재고자산,Inventories,자산,유동자산,재고자산,20211231,261549650618,066970,엘앤에프
entity00398701_udf_BS_202233102148814_CurrentAssets,기타유동투자자산,"Other current investment assets",자산,유동자산,기타유동투자자산,20211231,50000000,066970,엘앤에프
ifrs-full_TradeAndOtherCurrentReceivables,"매출채권 및 기타채권","Trade and other current receivables",자산,유동자산,"매출채권 및 기타채권",20211231,270868384962,066970,엘앤에프
ifrs-full_CashAndCashEquivalents,현금및현금성자산,"Cash and cash equivalents",자산,유동자산,현금및현금성자산,20211231,271776317720,066970,엘앤에프
entity00398701_udf_BS_202233102350242_NoncurrentAssets,기타비유동투자자산,"Other non-current investment asset",자산,비유동자산,기타비유동투자자산,20211231,3435470000,066970,엘앤에프
ifrs-full_CurrentPortionOfLongtermBorrowings,유동성장기차입금,"Current portion of long-term borrowings",부채,유동부채,유동성장기차입금,20211231,33931515547,066970,엘앤에프
dart_PresentValueOfDefinedBenefitObligation,확정급여채무,"Present value of defined benefit obligation",부채,비유동부채,확정급여채무,20211231,3305572295,066970,엘앤에프
ifrs-full_OtherCurrentFinancialLiabilities,기타유동금융부채,"Other current financial liabilities",부채,유동부채,기타유동금융부채,20211231,9666164246,066970,엘앤에프
dart_CurrentPortionOfConvertibleBonds,유동성전환사채,"Current portion of convertible bonds",부채,유동부채,유동성전환사채,20211231,0,066970,엘앤에프
ifrs-full_EquityAndLiabilities,자본과부채총계,"Total equity and liabilities",자본과부채총계,NULL,NULL,20211231,1532199428137,066970,엘앤에프
ifrs-full_Equity,자본총계,"Total equity",자본,자본총계,NULL,20211231,635190355556,066970,엘앤에프
ifrs-full_NoncontrollingInterests,비지배지분,"Non-controlling interests",자본,비지배지분,NULL,20211231,4398124681,066970,엘앤에프
ifrs-full_RetainedEarnings,이익잉여금(결손금),"Retained earnings",자본,"지배기업의 소유주에게 귀속되는 자본",이익잉여금(결손금),20211231,-98589954831,066970,엘앤에프
dart_ElementsOfOtherStockholdersEquity,기타자본구성요소,"Elements of other stockholder's equity",자본,"지배기업의 소유주에게 귀속되는 자본",기타자본구성요소,20211231,18056852719,066970,엘앤에프
ifrs-full_IssuedCapital,자본금,"Issued capital",자본,"지배기업의 소유주에게 귀속되는 자본",자본금,20211231,17405132000,066970,엘앤에프
ifrs-full_EquityAttributableToOwnersOfParent,"지배기업의 소유주에게 귀속되는 자본","Equity attributable to owners of parent",자본,"지배기업의 소유주에게 귀속되는 자본",NULL,20211231,630792230875,066970,엘앤에프
ifrs-full_Liabilities,부채총계,"Total liabilities",부채,부채총계,NULL,20211231,897009072581,066970,엘앤에프
ifrs-full_DeferredTaxLiabilities,이연법인세부채,"Deferred tax liabilities",부채,비유동부채,이연법인세부채,20211231,0,066970,엘앤에프
dart_CapitalSurplus,자본잉여금,"Capital surplus",자본,"지배기업의 소유주에게 귀속되는 자본",자본잉여금,20211231,693920200987,066970,엘앤에프
ifrs-full_OtherNoncurrentFinancialLiabilities,기타비유동금융부채,"Other non-current financial liabilities",부채,비유동부채,기타비유동금융부채,20211231,9712937600,066970,엘앤에프
dart_ConvertibleRedeemablePreferredStockLiabilities,상환전환우선주부채,"Convertible redeemable preferred stock liabilities",부채,비유동부채,상환전환우선주부채,20211231,16415176016,066970,엘앤에프
dart_BondWithWarrant,신주인수권부사채,"Bond with warrant",부채,비유동부채,신주인수권부사채,20211231,12688364508,066970,엘앤에프
entity00398701_udf_BS_202336132936700_CurrentLiabilities,유동성파생상품부채,"Current Derivatives Liabilities",부채,유동부채,유동성파생상품부채,20211231,0,066970,엘앤에프
dart_ConvertibleBonds,전환사채,"Convertible bonds",부채,비유동부채,전환사채,20211231,4190946005,066970,엘앤에프
dart_LongTermBorrowingsGross,장기차입금,"Long-term borrowings, gross",부채,비유동부채,장기차입금,20211231,155960150000,066970,엘앤에프
ifrs-full_NoncurrentLiabilities,비유동부채,"Non-current liabilities",부채,비유동부채,NULL,20211231,498732341507,066970,엘앤에프
ifrs-full_CurrentTaxLiabilities,당기법인세부채,"Current tax liabilities",부채,유동부채,당기법인세부채,20211231,4442172450,066970,엘앤에프
dart_OtherCurrentLiabilities,기타유동부채,"Other current liabilities",부채,유동부채,기타유동부채,20211231,1714242816,066970,엘앤에프
dart_NonCurrentDerivativeLiabilities,비유동파생상품부채,"Non-current derivative liabilities",부채,비유동부채,비유동파생상품부채,20211231,296459195083,066970,엘앤에프
ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,"Intangible assets other than goodwill",자산,비유동자산,무형자산,20221231,7631126716,066970,엘앤에프
dart_OtherNonCurrentAssets,기타비유동자산,"Other non-current assets",자산,비유동자산,기타비유동자산,20221231,112033886,066970,엘앤에프
entity00398701_udf_BS_20233612330229_NoncurrentAssets,순확정급여자산,"Present value of defined benefit assets",자산,비유동자산,순확정급여자산,20221231,451766481,066970,엘앤에프
ifrs-full_TradeAndOtherCurrentPayables,"매입채무 및 기타채무","Trade and other current payables",부채,유동부채,"매입채무 및 기타채무",20221231,630123331682,066970,엘앤에프
ifrs-full_Assets,자산총계,"Total assets",자산,자산총계,NULL,20221231,3023932974764,066970,엘앤에프
ifrs-full_CurrentLiabilities,유동부채,"Current liabilities",부채,유동부채,NULL,20221231,1287536919484,066970,엘앤에프
ifrs-full_PropertyPlantAndEquipment,유형자산,"Property, plant and equipment",자산,비유동자산,유형자산,20221231,709585461408,066970,엘앤에프
ifrs-full_DeferredTaxAssets,이연법인세자산,"Deferred tax assets",자산,비유동자산,이연법인세자산,20221231,0,066970,엘앤에프
dart_LongTermTradeAndOtherNonCurrentReceivablesGross,"장기매출채권 및 기타비유동채권","Long-term trade and other non-current receivables, gross",자산,비유동자산,"장기매출채권 및 기타비유동채권",20221231,934352198,066970,엘앤에프
ifrs-full_CashAndCashEquivalents,현금및현금성자산,"Cash and cash equivalents",자산,유동자산,현금및현금성자산,20221231,120198626403,066970,엘앤에프
ifrs-full_NoncurrentAssets,비유동자산,"Non-current assets",자산,비유동자산,NULL,20221231,721381185689,066970,엘앤에프
ifrs-full_CurrentTaxAssets,당기법인세자산,"Current tax assets",자산,유동자산,당기법인세자산,20221231,0,066970,엘앤에프
dart_OtherCurrentAssets,기타유동자산,"Other current assets",자산,유동자산,기타유동자산,20221231,113782048485,066970,엘앤에프
ifrs-full_CurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,공정가치측정금융자산,"Current financial assets at fair value through profit or loss, designated upon initial recognition or subsequently",자산,유동자산,공정가치측정금융자산,20221231,36749030959,066970,엘앤에프
ifrs-full_OtherCurrentFinancialAssets,기타유동금융자산,"Other current financial assets",자산,유동자산,기타유동금융자산,20221231,2317575752,066970,엘앤에프
ifrs-full_Inventories,재고자산,Inventories,자산,유동자산,재고자산,20221231,1227669369621,066970,엘앤에프
entity00398701_udf_BS_202233102148814_CurrentAssets,기타유동투자자산,"Other current investment assets",자산,유동자산,기타유동투자자산,20221231,1248405000,066970,엘앤에프
ifrs-full_TradeAndOtherCurrentReceivables,"매출채권 및 기타채권","Trade and other current receivables",자산,유동자산,"매출채권 및 기타채권",20221231,800586732855,066970,엘앤에프
ifrs-full_ShorttermBorrowings,단기차입금,"Short-term borrowings",부채,유동부채,단기차입금,20221231,406139885260,066970,엘앤에프
entity00398701_udf_BS_202233102350242_NoncurrentAssets,기타비유동투자자산,"Other non-current investment asset",자산,비유동자산,기타비유동투자자산,20221231,2666445000,066970,엘앤에프
ifrs-full_CurrentPortionOfLongtermBorrowings,유동성장기차입금,"Current portion of long-term borrowings",부채,유동부채,유동성장기차입금,20221231,52082596660,066970,엘앤에프
dart_PresentValueOfDefinedBenefitObligation,확정급여채무,"Present value of defined benefit obligation",부채,비유동부채,확정급여채무,20221231,0,066970,엘앤에프
ifrs-full_OtherCurrentFinancialLiabilities,기타유동금융부채,"Other current financial liabilities",부채,유동부채,기타유동금융부채,20221231,11460980589,066970,엘앤에프
ifrs-full_EquityAndLiabilities,자본과부채총계,"Total equity and liabilities",자본과부채총계,NULL,NULL,20221231,3023932974764,066970,엘앤에프
ifrs-full_Equity,자본총계,"Total equity",자본,자본총계,NULL,20221231,1285330380477,066970,엘앤에프
ifrs-full_NoncontrollingInterests,비지배지분,"Non-controlling interests",자본,비지배지분,NULL,20221231,5594660610,066970,엘앤에프
ifrs-full_RetainedEarnings,이익잉여금(결손금),"Retained earnings",자본,"지배기업의 소유주에게 귀속되는 자본",이익잉여금(결손금),20221231,571608334218,066970,엘앤에프
dart_ElementsOfOtherStockholdersEquity,기타자본구성요소,"Elements of other stockholder's equity",자본,"지배기업의 소유주에게 귀속되는 자본",기타자본구성요소,20221231,25219071617,066970,엘앤에프
dart_CapitalSurplus,자본잉여금,"Capital surplus",자본,"지배기업의 소유주에게 귀속되는 자본",자본잉여금,20221231,664899156032,066970,엘앤에프
ifrs-full_IssuedCapital,자본금,"Issued capital",자본,"지배기업의 소유주에게 귀속되는 자본",자본금,20221231,18009158000,066970,엘앤에프
ifrs-full_EquityAttributableToOwnersOfParent,"지배기업의 소유주에게 귀속되는 자본","Equity attributable to owners of parent",자본,"지배기업의 소유주에게 귀속되는 자본",NULL,20221231,1279735719867,066970,엘앤에프
ifrs-full_Liabilities,부채총계,"Total liabilities",부채,부채총계,NULL,20221231,1738602594287,066970,엘앤에프
dart_CurrentPortionOfConvertibleBonds,유동성전환사채,"Current portion of convertible bonds",부채,유동부채,유동성전환사채,20221231,869445180,066970,엘앤에프
ifrs-full_DeferredTaxLiabilities,이연법인세부채,"Deferred tax liabilities",부채,비유동부채,이연법인세부채,20221231,6731538261,066970,엘앤에프
ifrs-full_OtherNoncurrentFinancialLiabilities,기타비유동금융부채,"Other non-current financial liabilities",부채,비유동부채,기타비유동금융부채,20221231,32279472087,066970,엘앤에프
dart_ConvertibleRedeemablePreferredStockLiabilities,상환전환우선주부채,"Convertible redeemable preferred stock liabilities",부채,비유동부채,상환전환우선주부채,20221231,0,066970,엘앤에프
dart_BondWithWarrant,신주인수권부사채,"Bond with warrant",부채,비유동부채,신주인수권부사채,20221231,0,066970,엘앤에프
dart_ConvertibleBonds,전환사채,"Convertible bonds",부채,비유동부채,전환사채,20221231,0,066970,엘앤에프
dart_LongTermBorrowingsGross,장기차입금,"Long-term borrowings, gross",부채,비유동부채,장기차입금,20221231,412054664455,066970,엘앤에프
ifrs-full_NoncurrentLiabilities,비유동부채,"Non-current liabilities",부채,비유동부채,NULL,20221231,451065674803,066970,엘앤에프
ifrs-full_CurrentTaxLiabilities,당기법인세부채,"Current tax liabilities",부채,유동부채,당기법인세부채,20221231,106315984212,066970,엘앤에프
dart_OtherCurrentLiabilities,기타유동부채,"Other current liabilities",부채,유동부채,기타유동부채,20221231,11067118515,066970,엘앤에프
entity00398701_udf_BS_202336132936700_CurrentLiabilities,유동성파생상품부채,"Current Derivatives Liabilities",부채,유동부채,유동성파생상품부채,20221231,69477577386,066970,엘앤에프
dart_NonCurrentDerivativeLiabilities,비유동파생상품부채,"Non-current derivative liabilities",부채,비유동부채,비유동파생상품부채,20221231,0,066970,엘앤에프
ifrs-full_CurrentAssets,유동자산,"Current assets",자산,유동자산,NULL,20221231,2302551789075,066970,엘앤에프
ifrs-full_EquityAndLiabilities,자본과부채총계,"Total equity and liabilities",자본과부채총계,NULL,NULL,20170630,101692680472,263750,펄어비스
ifrs-full_CurrentLiabilities,유동부채,"Current liabilities",부채,유동부채,NULL,20170630,19914903293,263750,펄어비스
ifrs-full_Assets,자산총계,"Total assets",자산,자산총계,NULL,20170630,101692680472,263750,펄어비스
ifrs-full_DeferredTaxAssets,이연법인세자산,"Deferred tax assets",자산,비유동자산,이연법인세자산,20170630,2201597995,263750,펄어비스
dart_OtherNonCurrentAssets,기타비유동자산,"Other non-current assets",자산,비유동자산,기타비유동자산,20170630,0,263750,펄어비스
ifrs-full_InvestmentProperty,투자부동산,"Investment property",자산,비유동자산,투자부동산,20170630,1053000000,263750,펄어비스
entity01152470_udf_BS_2018102918621859_NoncurrentAssets,무형자산,"Intangible Assets",자산,비유동자산,무형자산,20170630,1022623939,263750,펄어비스
ifrs-full_PropertyPlantAndEquipment,유형자산,"Property, plant and equipment",자산,비유동자산,유형자산,20170630,2988704444,263750,펄어비스
ifrs-full_InvestmentsInAssociates,관계기업투자,"Investments in associates",자산,비유동자산,관계기업투자,20170630,1805587539,263750,펄어비스
entity01152470_udf_BS_20191112154650441_NoncurrentAssets,기타포괄손익-공정가치측정금융자산,"Financial assets measured at fair value through other comprehensive income",자산,비유동자산,기타포괄손익-공정가치측정금융자산,20170630,72000000,263750,펄어비스
entity01152470_udf_BS_2018102918818433_CurrentLiabilities,기타채무,"Other payables",부채,유동부채,기타채무,20170630,4773490453,263750,펄어비스
entity01152470_udf_BS_20181029175753936_NoncurrentAssets,당기손익-공정가치측정금융자산,"Financial assets measured at fair value through profit or loss",자산,비유동자산,당기손익-공정가치측정금융자산,20170630,0,263750,펄어비스
dart_LongTermTradeAndOtherNonCurrentReceivablesGross,기타채권,"Other non-current receivables",자산,비유동자산,기타채권,20170630,207387137,263750,펄어비스
ifrs-full_NoncurrentAssets,비유동자산,"Non-current assets",자산,비유동자산,NULL,20170630,8357256054,263750,펄어비스
dart_OtherCurrentAssets,기타유동자산,"Other current assets",자산,유동자산,기타유동자산,20170630,823018586,263750,펄어비스
