concept_id,label_ko,label_en,class1,class2,class3,Date,finance_statement,corp_code,company
ifrs-full_RightofuseAssets,사용권자산,"Right-of-use assets",자산,비유동자산,사용권자산,20181231,NULL,000660,SK하이닉스
ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,"Intangible Assets",자산,비유동자산,무형자산,20181231,2678770000000,000660,SK하이닉스
ifrs-full_InvestmentProperty,투자부동산,"Investment property",자산,비유동자산,투자부동산,20181231,1400000000,000660,SK하이닉스
dart_OtherNonCurrentAssets,기타비유동자산,"Other non-current assets",자산,비유동자산,기타비유동자산,20181231,625654000000,000660,SK하이닉스
entity00164779_udf_BS_20201229174532454_NoncurrentAssets,종업원급여자산,"Assets for employee benefits",자산,비유동자산,종업원급여자산,20181231,5164000000,000660,SK하이닉스
entity00164779_udf_BS_20201229173351142_NoncurrentAssets,기타금융자산,"Other financial assets",자산,비유동자산,기타금융자산,20181231,310000000,000660,SK하이닉스
ifrs-full_Assets,자산총계,"Total assets",자산,자산총계,NULL,20181231,63658335000000,000660,SK하이닉스
ifrs-full_CurrentLiabilities,유동부채,"Current liabilities",부채,유동부채,NULL,20181231,13031852000000,000660,SK하이닉스
dart_ShortTermTradePayables,매입채무,"Short-term trade Payables",부채,유동부채,매입채무,20181231,1096380000000,000660,SK하이닉스
ifrs-full_DeferredTaxAssets,이연법인세자산,"Deferred tax assets",자산,비유동자산,이연법인세자산,20181231,544016000000,000660,SK하이닉스
entity00164779_udf_BS_20201229173243399_NoncurrentAssets,기타수취채권,"Other receivables",자산,비유동자산,기타수취채권,20181231,68514000000,000660,SK하이닉스
ifrs-full_NoncurrentAssets,비유동자산,"Non-current assets",자산,비유동자산,NULL,20181231,43764189000000,000660,SK하이닉스
ifrs-full_InvestmentsInSubsidiariesJointVenturesAndAssociates,"관계기업 및 공동기업투자","Investments in joint ventures and associates",자산,비유동자산,"관계기업 및 공동기업투자",20181231,562194000000,000660,SK하이닉스
entity00164779_udf_BS_2020122915184985_CurrentAssets,기타금융자산,"Other financial assets",자산,유동자산,기타금융자산,20181231,NULL,000660,SK하이닉스
dart_OtherCurrentAssets,기타유동자산,"Other current assets",자산,유동자산,기타유동자산,20181231,741425000000,000660,SK하이닉스
ifrs-full_CurrentAssets,유동자산,"Current assets",자산,유동자산,NULL,20181231,19894146000000,000660,SK하이닉스
ifrs-full_Inventories,재고자산,Inventories,자산,유동자산,재고자산,20181231,4422733000000,000660,SK하이닉스
entity00164779_udf_BS_20201229154653149_CurrentAssets,기타수취채권,"Other receivables",자산,유동자산,기타수취채권,20181231,18392000000,000660,SK하이닉스
dart_ShortTermTradeReceivable,매출채권,"Short-term trade Receivable",자산,유동자산,매출채권,20181231,6319994000000,000660,SK하이닉스
entity00164779_udf_BS_20201229171820962_CurrentAssets,단기투자자산,"Short-term Investments",자산,유동자산,단기투자자산,20181231,5496452000000,000660,SK하이닉스
dart_ShortTermDepositsNotClassifiedAsCashEquivalents,단기금융상품,"Short-term deposits not classified as cash equivalents",자산,유동자산,단기금융상품,20181231,523579000000,000660,SK하이닉스
ifrs-full_CashAndCashEquivalents,현금및현금성자산,"Cash and cash equivalents",자산,유동자산,현금및현금성자산,20181231,2349319000000,000660,SK하이닉스
dart_ShortTermOtherPayables,미지급금,"Short-term other Payables",부채,유동부채,미지급금,20181231,3681933000000,000660,SK하이닉스
entity00164779_udf_BS_20201229172351249_NoncurrentAssets,장기투자자산,"Long-term Investments",자산,비유동자산,장기투자자산,20181231,4325550000000,000660,SK하이닉스
ifrs-full_CurrentTaxAssets,당기법인세자산,"Current tax assets",자산,유동자산,당기법인세자산,20181231,22252000000,000660,SK하이닉스
entity00164779_udf_BS_2020122918458327_CurrentLiabilities,기타지급채무,"Other accounts payables",부채,유동부채,기타지급채무,20181231,1879520000000,000660,SK하이닉스
ifrs-full_CurrentProvisions,충당부채,Provisions,부채,유동부채,충당부채,20181231,56208000000,000660,SK하이닉스
ifrs-full_ShorttermBorrowings,차입금,"Short-term borrowings",부채,유동부채,차입금,20181231,1614303000000,000660,SK하이닉스
ifrs-full_Equity,자본총계,"Total equity",자본,자본총계,NULL,20181231,46852331000000,000660,SK하이닉스
ifrs-full_NoncontrollingInterests,비지배지분,"Non-controlling interests",자본,비지배지분,NULL,20181231,6612000000,000660,SK하이닉스
ifrs-full_RetainedEarnings,이익잉여금,"Retained earnings",자본,"지배기업의 소유지분",이익잉여금,20181231,42033601000000,000660,SK하이닉스
dart_OtherComprehensiveIncomeLossAccumulatedAmount,기타포괄손익누계액,"Other Comprehensive income/loss accumulated amount",자본,"지배기업의 소유지분",기타포괄손익누계액,20181231,-482819000000,000660,SK하이닉스
dart_ElementsOfOtherStockholdersEquity,기타자본,"Other stockholder's equity",자본,"지배기업의 소유지분",기타자본,20181231,-2506451000000,000660,SK하이닉스
dart_CapitalSurplus,자본잉여금,"Capital surplus",자본,"지배기업의 소유지분",자본잉여금,20181231,4143736000000,000660,SK하이닉스
ifrs-full_IssuedCapital,자본금,"Issued capital",자본,"지배기업의 소유지분",자본금,20181231,3657652000000,000660,SK하이닉스
ifrs-full_EquityAttributableToOwnersOfParent,"지배기업의 소유지분","Equity attributable to owners of parent",자본,"지배기업의 소유지분",NULL,20181231,46845719000000,000660,SK하이닉스
ifrs-full_Liabilities,부채총계,"Total liabilities",부채,부채총계,NULL,20181231,16806004000000,000660,SK하이닉스
dart_OtherNonCurrentLiabilities,기타비유동부채,"Other non-current liabilities",부채,비유동부채,기타비유동부채,20181231,79303000000,000660,SK하이닉스
ifrs-full_OtherNoncurrentFinancialLiabilities,기타금융부채,"Other financial liabilities",부채,비유동부채,기타금융부채,20181231,NULL,000660,SK하이닉스
ifrs-full_EquityAndLiabilities,부채및자본총계,"Total equity and liabilities",부채및자본총계,NULL,NULL,20181231,63658335000000,000660,SK하이닉스
ifrs-full_DeferredTaxLiabilities,이연법인세부채,"Deferred tax liabilities",부채,비유동부채,이연법인세부채,20181231,6597000000,000660,SK하이닉스
ifrs-full_NoncurrentLeaseLiabilities,리스부채,"Non-current lease liabilities",부채,비유동부채,리스부채,20181231,NULL,000660,SK하이닉스
ifrs-full_CurrentLeaseLiabilities,리스부채,"Current lease liabilities",부채,유동부채,리스부채,20181231,NULL,000660,SK하이닉스
dart_OtherCurrentLiabilities,기타유동부채,"Other current liabilities",부채,유동부채,기타유동부채,20181231,147838000000,000660,SK하이닉스
entity00164779_udf_BS_20213313565014_CurrentLiabilities,기타금융부채,"Other financial liabilities",부채,유동부채,기타금융부채,20181231,NULL,000660,SK하이닉스
ifrs-full_NoncurrentLiabilities,비유동부채,"Non-current liabilities",부채,비유동부채,NULL,20181231,3774152000000,000660,SK하이닉스
ifrs-full_CurrentTaxLiabilities,당기법인세부채,"Current tax liabilities",부채,유동부채,당기법인세부채,20181231,4555670000000,000660,SK하이닉스
entity00164779_udf_BS_2020122918575159_NoncurrentLiabilities,기타지급채무,"Other accounts payables",부채,비유동부채,기타지급채무,20181231,15231000000,000660,SK하이닉스
dart_LongTermBorrowingsGross,차입금,"Long-term borrowings, gross",부채,비유동부채,차입금,20181231,3667634000000,000660,SK하이닉스
ifrs-full_NoncurrentProvisions,충당부채,"Non-current provisions",부채,비유동부채,충당부채,20181231,56208000000,000660,SK하이닉스
dart_PresentValueOfDefinedBenefitObligation,확정급여부채,"Defined benefit liabilities",부채,비유동부채,확정급여부채,20181231,5387000000,000660,SK하이닉스
dart_LongTermOtherPayablesGross,장기미지급금,"Long-Term other Payables, gross",부채,비유동부채,장기미지급금,20181231,NULL,000660,SK하이닉스
ifrs-full_NoncurrentProvisions,충당부채,"Non-current provisions",부채,비유동부채,충당부채,20191231,10701000000,000660,SK하이닉스
dart_LongTermBorrowingsGross,차입금,"Long-term borrowings, gross",부채,비유동부채,차입금,20191231,7785736000000,000660,SK하이닉스
entity00164779_udf_BS_2020122918575159_NoncurrentLiabilities,기타지급채무,"Other accounts payables",부채,비유동부채,기타지급채무,20191231,18266000000,000660,SK하이닉스
dart_LongTermOtherPayablesGross,장기미지급금,"Long-Term other Payables, gross",부채,비유동부채,장기미지급금,20191231,NULL,000660,SK하이닉스
entity00164779_udf_BS_20213313565014_CurrentLiabilities,기타금융부채,"Other financial liabilities",부채,유동부채,기타금융부채,20191231,NULL,000660,SK하이닉스
dart_OtherCurrentLiabilities,기타유동부채,"Other current liabilities",부채,유동부채,기타유동부채,20191231,162997000000,000660,SK하이닉스
ifrs-full_CurrentLeaseLiabilities,리스부채,"Current lease liabilities",부채,유동부채,리스부채,20191231,293171000000,000660,SK하이닉스
ifrs-full_CurrentTaxLiabilities,당기법인세부채,"Current tax liabilities",부채,유동부채,당기법인세부채,20191231,89217000000,000660,SK하이닉스
dart_PresentValueOfDefinedBenefitObligation,확정급여부채,"Defined benefit liabilities",부채,비유동부채,확정급여부채,20191231,53624000000,000660,SK하이닉스
ifrs-full_CurrentProvisions,충당부채,Provisions,부채,유동부채,충당부채,20191231,10701000000,000660,SK하이닉스
ifrs-full_NoncurrentLiabilities,비유동부채,"Non-current liabilities",부채,비유동부채,NULL,20191231,9350502000000,000660,SK하이닉스
ifrs-full_DeferredTaxLiabilities,이연법인세부채,"Deferred tax liabilities",부채,비유동부채,이연법인세부채,20191231,15743000000,000660,SK하이닉스
ifrs-full_IssuedCapital,자본금,"Issued capital",자본,"지배기업의 소유지분",자본금,20191231,3657652000000,000660,SK하이닉스
ifrs-full_OtherNoncurrentFinancialLiabilities,기타금융부채,"Other financial liabilities",부채,비유동부채,기타금융부채,20191231,15532000000,000660,SK하이닉스
dart_OtherNonCurrentLiabilities,기타비유동부채,"Other non-current liabilities",부채,비유동부채,기타비유동부채,20191231,87773000000,000660,SK하이닉스
ifrs-full_Liabilities,부채총계,"Total liabilities",부채,부채총계,NULL,20191231,17312468000000,000660,SK하이닉스
ifrs-full_EquityAttributableToOwnersOfParent,"지배기업의 소유지분","Equity attributable to owners of parent",자본,"지배기업의 소유지분",NULL,20191231,47921102000000,000660,SK하이닉스
dart_CapitalSurplus,자본잉여금,"Capital surplus",자본,"지배기업의 소유지분",자본잉여금,20191231,4143736000000,000660,SK하이닉스
dart_ElementsOfOtherStockholdersEquity,기타자본,"Other stockholder's equity",자본,"지배기업의 소유지분",기타자본,20191231,-2504713000000,000660,SK하이닉스
dart_OtherComprehensiveIncomeLossAccumulatedAmount,기타포괄손익누계액,"Other Comprehensive income/loss accumulated amount",자본,"지배기업의 소유지분",기타포괄손익누계액,20191231,-298935000000,000660,SK하이닉스
ifrs-full_RetainedEarnings,이익잉여금,"Retained earnings",자본,"지배기업의 소유지분",이익잉여금,20191231,42923362000000,000660,SK하이닉스
ifrs-full_NoncontrollingInterests,비지배지분,"Non-controlling interests",자본,비지배지분,NULL,20191231,14780000000,000660,SK하이닉스
ifrs-full_Equity,자본총계,"Total equity",자본,자본총계,NULL,20191231,47935882000000,000660,SK하이닉스
ifrs-full_ShorttermBorrowings,차입금,"Short-term borrowings",부채,유동부채,차입금,20191231,2737770000000,000660,SK하이닉스
ifrs-full_NoncurrentLeaseLiabilities,리스부채,"Non-current lease liabilities",부채,비유동부채,리스부채,20191231,1373828000000,000660,SK하이닉스
ifrs-full_EquityAndLiabilities,부채및자본총계,"Total equity and liabilities",부채및자본총계,NULL,NULL,20191231,65248350000000,000660,SK하이닉스
entity00164779_udf_BS_2020122918458327_CurrentLiabilities,기타지급채무,"Other accounts payables",부채,유동부채,기타지급채무,20191231,1257895000000,000660,SK하이닉스
dart_ShortTermTradePayables,매입채무,"Short-term trade Payables",부채,유동부채,매입채무,20191231,1042542000000,000660,SK하이닉스
ifrs-full_CurrentAssets,유동자산,"Current assets",자산,유동자산,NULL,20191231,14457602000000,000660,SK하이닉스
ifrs-full_CashAndCashEquivalents,현금및현금성자산,"Cash and cash equivalents",자산,유동자산,현금및현금성자산,20191231,2306070000000,000660,SK하이닉스
dart_ShortTermDepositsNotClassifiedAsCashEquivalents,단기금융상품,"Short-term deposits not classified as cash equivalents",자산,유동자산,단기금융상품,20191231,298350000000,000660,SK하이닉스
entity00164779_udf_BS_20201229171820962_CurrentAssets,단기투자자산,"Short-term Investments",자산,유동자산,단기투자자산,20191231,1390293000000,000660,SK하이닉스
dart_ShortTermTradeReceivable,매출채권,"Short-term trade Receivable",자산,유동자산,매출채권,20191231,4261674000000,000660,SK하이닉스
entity00164779_udf_BS_20201229154653149_CurrentAssets,기타수취채권,"Other receivables",자산,유동자산,기타수취채권,20191231,23508000000,000660,SK하이닉스
ifrs-full_Inventories,재고자산,Inventories,자산,유동자산,재고자산,20191231,5295835000000,000660,SK하이닉스
ifrs-full_CurrentTaxAssets,당기법인세자산,"Current tax assets",자산,유동자산,당기법인세자산,20191231,199805000000,000660,SK하이닉스
dart_OtherCurrentAssets,기타유동자산,"Other current assets",자산,유동자산,기타유동자산,20191231,682037000000,000660,SK하이닉스
entity00164779_udf_BS_2020122915184985_CurrentAssets,기타금융자산,"Other financial assets",자산,유동자산,기타금융자산,20191231,30000000,000660,SK하이닉스
ifrs-full_NoncurrentAssets,비유동자산,"Non-current assets",자산,비유동자산,NULL,20191231,50790748000000,000660,SK하이닉스
ifrs-full_InvestmentsInSubsidiariesJointVenturesAndAssociates,"관계기업 및 공동기업투자","Investments in joint ventures and associates",자산,비유동자산,"관계기업 및 공동기업투자",20191231,768767000000,000660,SK하이닉스
dart_ShortTermOtherPayables,미지급금,"Short-term other Payables",부채,유동부채,미지급금,20191231,2367673000000,000660,SK하이닉스
entity00164779_udf_BS_20201229173243399_NoncurrentAssets,기타수취채권,"Other receivables",자산,비유동자산,기타수취채권,20191231,109079000000,000660,SK하이닉스
entity00164779_udf_BS_20201229173351142_NoncurrentAssets,기타금융자산,"Other financial assets",자산,비유동자산,기타금융자산,20191231,901000000,000660,SK하이닉스
ifrs-full_PropertyPlantAndEquipment,유형자산,"Property, plant and equipment",자산,비유동자산,유형자산,20191231,39949940000000,000660,SK하이닉스
ifrs-full_RightofuseAssets,사용권자산,"Right-of-use assets",자산,비유동자산,사용권자산,20191231,1706658000000,000660,SK하이닉스
ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,"Intangible Assets",자산,비유동자산,무형자산,20191231,2571049000000,000660,SK하이닉스
ifrs-full_InvestmentProperty,투자부동산,"Investment property",자산,비유동자산,투자부동산,20191231,258000000,000660,SK하이닉스
ifrs-full_DeferredTaxAssets,이연법인세자산,"Deferred tax assets",자산,비유동자산,이연법인세자산,20191231,673640000000,000660,SK하이닉스
entity00164779_udf_BS_20201229174532454_NoncurrentAssets,종업원급여자산,"Assets for employee benefits",자산,비유동자산,종업원급여자산,20191231,3406000000,000660,SK하이닉스
dart_OtherNonCurrentAssets,기타비유동자산,"Other non-current assets",자산,비유동자산,기타비유동자산,20191231,580463000000,000660,SK하이닉스
ifrs-full_Assets,자산총계,"Total assets",자산,자산총계,NULL,20191231,65248350000000,000660,SK하이닉스
ifrs-full_CurrentLiabilities,유동부채,"Current liabilities",부채,유동부채,NULL,20191231,7961966000000,000660,SK하이닉스
entity00164779_udf_BS_20201229172351249_NoncurrentAssets,장기투자자산,"Long-term Investments",자산,비유동자산,장기투자자산,20191231,4381812000000,000660,SK하이닉스
entity00164779_udf_BS_20201229173351142_NoncurrentAssets,기타금융자산,"Other financial assets",자산,비유동자산,기타금융자산,20201231,353000000,000660,SK하이닉스
ifrs-full_PropertyPlantAndEquipment,유형자산,"Property, plant and equipment",자산,비유동자산,유형자산,20201231,41230562000000,000660,SK하이닉스
ifrs-full_RightofuseAssets,사용권자산,"Right-of-use assets",자산,비유동자산,사용권자산,20201231,1707645000000,000660,SK하이닉스
ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,"Intangible Assets",자산,비유동자산,무형자산,20201231,3400278000000,000660,SK하이닉스
ifrs-full_Assets,자산총계,"Total assets",자산,자산총계,NULL,20201231,71173853000000,000660,SK하이닉스
ifrs-full_DeferredTaxAssets,이연법인세자산,"Deferred tax assets",자산,비유동자산,이연법인세자산,20201231,556194000000,000660,SK하이닉스
entity00164779_udf_BS_20201229174532454_NoncurrentAssets,종업원급여자산,"Assets for employee benefits",자산,비유동자산,종업원급여자산,20201231,61962000000,000660,SK하이닉스
dart_OtherNonCurrentAssets,기타비유동자산,"Other non-current assets",자산,비유동자산,기타비유동자산,20201231,55029000000,000660,SK하이닉스
entity00164779_udf_BS_20201229173243399_NoncurrentAssets,기타수취채권,"Other receivables",자산,비유동자산,기타수취채권,20201231,75589000000,000660,SK하이닉스
ifrs-full_InvestmentProperty,투자부동산,"Investment property",자산,비유동자산,투자부동산,20201231,209417000000,000660,SK하이닉스
entity00164779_udf_BS_20201229172351249_NoncurrentAssets,장기투자자산,"Long-term Investments",자산,비유동자산,장기투자자산,20201231,6139627000000,000660,SK하이닉스
ifrs-full_Inventories,재고자산,Inventories,자산,유동자산,재고자산,20201231,6136318000000,000660,SK하이닉스
ifrs-full_NoncurrentAssets,비유동자산,"Non-current assets",자산,비유동자산,NULL,20201231,54602900000000,000660,SK하이닉스
entity00164779_udf_BS_2020122915184985_CurrentAssets,기타금융자산,"Other financial assets",자산,유동자산,기타금융자산,20201231,30000000,000660,SK하이닉스
dart_OtherCurrentAssets,기타유동자산,"Other current assets",자산,유동자산,기타유동자산,20201231,485672000000,000660,SK하이닉스
ifrs-full_CurrentTaxAssets,당기법인세자산,"Current tax assets",자산,유동자산,당기법인세자산,20201231,202000000,000660,SK하이닉스
entity00164779_udf_BS_20201229154653149_CurrentAssets,기타수취채권,"Other receivables",자산,유동자산,기타수취채권,20201231,69194000000,000660,SK하이닉스
dart_ShortTermTradeReceivable,매출채권,"Short-term trade Receivable",자산,유동자산,매출채권,20201231,4931322000000,000660,SK하이닉스
entity00164779_udf_BS_20201229171820962_CurrentAssets,단기투자자산,"Short-term Investments",자산,유동자산,단기투자자산,20201231,1535518000000,000660,SK하이닉스
dart_ShortTermDepositsNotClassifiedAsCashEquivalents,단기금융상품,"Short-term deposits not classified as cash equivalents",자산,유동자산,단기금융상품,20201231,436708000000,000660,SK하이닉스
ifrs-full_CashAndCashEquivalents,현금및현금성자산,"Cash and cash equivalents",자산,유동자산,현금및현금성자산,20201231,2975989000000,000660,SK하이닉스
ifrs-full_CurrentAssets,유동자산,"Current assets",자산,유동자산,NULL,20201231,16570953000000,000660,SK하이닉스
ifrs-full_CurrentLiabilities,유동부채,"Current liabilities",부채,유동부채,NULL,20201231,9072360000000,000660,SK하이닉스
ifrs-full_InvestmentsInSubsidiariesJointVenturesAndAssociates,"관계기업 및 공동기업투자","Investments in joint ventures and associates",자산,비유동자산,"관계기업 및 공동기업투자",20201231,1166244000000,000660,SK하이닉스
dart_ShortTermTradePayables,매입채무,"Short-term trade Payables",부채,유동부채,매입채무,20201231,1046159000000,000660,SK하이닉스
dart_ShortTermOtherPayables,미지급금,"Short-term other Payables",부채,유동부채,미지급금,20201231,2348909000000,000660,SK하이닉스
ifrs-full_IssuedCapital,자본금,"Issued capital",자본,"지배기업의 소유지분",자본금,20201231,3657652000000,000660,SK하이닉스
entity00164779_udf_BS_2020122918458327_CurrentLiabilities,기타지급채무,"Other accounts payables",부채,유동부채,기타지급채무,20201231,1367193000000,000660,SK하이닉스
ifrs-full_Equity,자본총계,"Total equity",자본,자본총계,NULL,20201231,51909097000000,000660,SK하이닉스
ifrs-full_NoncontrollingInterests,비지배지분,"Non-controlling interests",자본,비지배지분,NULL,20201231,20556000000,000660,SK하이닉스
ifrs-full_RetainedEarnings,이익잉여금,"Retained earnings",자본,"지배기업의 소유지분",이익잉여금,20201231,46995728000000,000660,SK하이닉스
dart_OtherComprehensiveIncomeLossAccumulatedAmount,기타포괄손익누계액,"Other Comprehensive income/loss accumulated amount",자본,"지배기업의 소유지분",기타포괄손익누계액,20201231,-405453000000,000660,SK하이닉스
dart_ElementsOfOtherStockholdersEquity,기타자본,"Other stockholder's equity",자본,"지배기업의 소유지분",기타자본,20201231,-2503122000000,000660,SK하이닉스
dart_CapitalSurplus,자본잉여금,"Capital surplus",자본,"지배기업의 소유지분",자본잉여금,20201231,4143736000000,000660,SK하이닉스
ifrs-full_EquityAndLiabilities,부채및자본총계,"Total equity and liabilities",부채및자본총계,NULL,NULL,20201231,71173853000000,000660,SK하이닉스
ifrs-full_EquityAttributableToOwnersOfParent,"지배기업의 소유지분","Equity attributable to owners of parent",자본,"지배기업의 소유지분",NULL,20201231,51888541000000,000660,SK하이닉스
ifrs-full_Liabilities,부채총계,"Total liabilities",부채,부채총계,NULL,20201231,19264756000000,000660,SK하이닉스
dart_OtherNonCurrentLiabilities,기타비유동부채,"Other non-current liabilities",부채,비유동부채,기타비유동부채,20201231,98927000000,000660,SK하이닉스
ifrs-full_NoncurrentLeaseLiabilities,리스부채,"Non-current lease liabilities",부채,비유동부채,리스부채,20201231,1296252000000,000660,SK하이닉스
ifrs-full_OtherNoncurrentFinancialLiabilities,기타금융부채,"Other financial liabilities",부채,비유동부채,기타금융부채,20201231,88121000000,000660,SK하이닉스
dart_PresentValueOfDefinedBenefitObligation,확정급여부채,"Defined benefit liabilities",부채,비유동부채,확정급여부채,20201231,2739000000,000660,SK하이닉스
ifrs-full_ShorttermBorrowings,차입금,"Short-term borrowings",부채,유동부채,차입금,20201231,3114250000000,000660,SK하이닉스
ifrs-full_CurrentProvisions,충당부채,Provisions,부채,유동부채,충당부채,20201231,13797000000,000660,SK하이닉스
ifrs-full_CurrentTaxLiabilities,당기법인세부채,"Current tax liabilities",부채,유동부채,당기법인세부채,20201231,636649000000,000660,SK하이닉스
ifrs-full_CurrentLeaseLiabilities,리스부채,"Current lease liabilities",부채,유동부채,리스부채,20201231,347464000000,000660,SK하이닉스
ifrs-full_DeferredTaxLiabilities,이연법인세부채,"Deferred tax liabilities",부채,비유동부채,이연법인세부채,20201231,266640000000,000660,SK하이닉스
entity00164779_udf_BS_20213313565014_CurrentLiabilities,기타금융부채,"Other financial liabilities",부채,유동부채,기타금융부채,20201231,544000000,000660,SK하이닉스
dart_OtherCurrentLiabilities,기타유동부채,"Other current liabilities",부채,유동부채,기타유동부채,20201231,197395000000,000660,SK하이닉스
dart_LongTermOtherPayablesGross,장기미지급금,"Long-Term other Payables, gross",부채,비유동부채,장기미지급금,20201231,272396000000,000660,SK하이닉스
entity00164779_udf_BS_2020122918575159_NoncurrentLiabilities,기타지급채무,"Other accounts payables",부채,비유동부채,기타지급채무,20201231,29923000000,000660,SK하이닉스
dart_LongTermBorrowingsGross,차입금,"Long-term borrowings, gross",부채,비유동부채,차입금,20201231,8137398000000,000660,SK하이닉스
ifrs-full_NoncurrentProvisions,충당부채,"Non-current provisions",부채,비유동부채,충당부채,20201231,NULL,000660,SK하이닉스
ifrs-full_NoncurrentLiabilities,비유동부채,"Non-current liabilities",부채,비유동부채,NULL,20201231,10192396000000,000660,SK하이닉스
ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,"Intangible Assets",자산,비유동자산,무형자산,20211231,4797162000000,000660,SK하이닉스
entity00164779_udf_BS_20201229173351142_NoncurrentAssets,기타금융자산,"Other financial assets",자산,비유동자산,기타금융자산,20211231,91139000000,000660,SK하이닉스
ifrs-full_PropertyPlantAndEquipment,유형자산,"Property, plant and equipment",자산,비유동자산,유형자산,20211231,53225667000000,000660,SK하이닉스
ifrs-full_RightofuseAssets,사용권자산,"Right-of-use assets",자산,비유동자산,사용권자산,20211231,1597344000000,000660,SK하이닉스
ifrs-full_InvestmentProperty,투자부동산,"Investment property",자산,비유동자산,투자부동산,20211231,164197000000,000660,SK하이닉스
dart_ShortTermTradePayables,매입채무,"Short-term trade Payables",부채,유동부채,매입채무,20211231,1359247000000,000660,SK하이닉스
entity00164779_udf_BS_20201229174532454_NoncurrentAssets,종업원급여자산,"Assets for employee benefits",자산,비유동자산,종업원급여자산,20211231,428962000000,000660,SK하이닉스
dart_OtherNonCurrentAssets,기타비유동자산,"Other non-current assets",자산,비유동자산,기타비유동자산,20211231,129277000000,000660,SK하이닉스
ifrs-full_Assets,자산총계,"Total assets",자산,자산총계,NULL,20211231,96346525000000,000660,SK하이닉스
ifrs-full_CurrentLiabilities,유동부채,"Current liabilities",부채,유동부채,NULL,20211231,14735395000000,000660,SK하이닉스
ifrs-full_DeferredTaxAssets,이연법인세자산,"Deferred tax assets",자산,비유동자산,이연법인세자산,20211231,590244000000,000660,SK하이닉스
entity00164779_udf_BS_20201229173243399_NoncurrentAssets,기타수취채권,"Other receivables",자산,비유동자산,기타수취채권,20211231,339517000000,000660,SK하이닉스
ifrs-full_CurrentAssets,유동자산,"Current assets",자산,유동자산,NULL,20211231,26907075000000,000660,SK하이닉스
ifrs-full_InvestmentsInSubsidiariesJointVenturesAndAssociates,"관계기업 및 공동기업투자","Investments in joint ventures and associates",자산,비유동자산,"관계기업 및 공동기업투자",20211231,1410428000000,000660,SK하이닉스
ifrs-full_NoncurrentAssets,비유동자산,"Non-current assets",자산,비유동자산,NULL,20211231,69439450000000,000660,SK하이닉스
entity00164779_udf_BS_2020122915184985_CurrentAssets,기타금융자산,"Other financial assets",자산,유동자산,기타금융자산,20211231,30000000,000660,SK하이닉스
dart_OtherCurrentAssets,기타유동자산,"Other current assets",자산,유동자산,기타유동자산,20211231,841728000000,000660,SK하이닉스
ifrs-full_CurrentTaxAssets,당기법인세자산,"Current tax assets",자산,유동자산,당기법인세자산,20211231,4113000000,000660,SK하이닉스
ifrs-full_Inventories,재고자산,Inventories,자산,유동자산,재고자산,20211231,8950087000000,000660,SK하이닉스
entity00164779_udf_BS_20201229154653149_CurrentAssets,기타수취채권,"Other receivables",자산,유동자산,기타수취채권,20211231,171464000000,000660,SK하이닉스
dart_ShortTermTradeReceivable,매출채권,"Short-term trade Receivable",자산,유동자산,매출채권,20211231,8267111000000,000660,SK하이닉스
entity00164779_udf_BS_20201229171820962_CurrentAssets,단기투자자산,"Short-term Investments",자산,유동자산,단기투자자산,20211231,3139923000000,000660,SK하이닉스
dart_ShortTermDepositsNotClassifiedAsCashEquivalents,단기금융상품,"Short-term deposits not classified as cash equivalents",자산,유동자산,단기금융상품,20211231,474637000000,000660,SK하이닉스
ifrs-full_CashAndCashEquivalents,현금및현금성자산,"Cash and cash equivalents",자산,유동자산,현금및현금성자산,20211231,5057982000000,000660,SK하이닉스
entity00164779_udf_BS_20201229172351249_NoncurrentAssets,장기투자자산,"Long-term Investments",자산,비유동자산,장기투자자산,20211231,6665513000000,000660,SK하이닉스
dart_ShortTermOtherPayables,미지급금,"Short-term other Payables",부채,유동부채,미지급금,20211231,4606716000000,000660,SK하이닉스
dart_PresentValueOfDefinedBenefitObligation,확정급여부채,"Defined benefit liabilities",부채,비유동부채,확정급여부채,20211231,1200000000,000660,SK하이닉스
ifrs-full_ShorttermBorrowings,차입금,"Short-term borrowings",부채,유동부채,차입금,20211231,2880763000000,000660,SK하이닉스
entity00164779_udf_BS_2020122918458327_CurrentLiabilities,기타지급채무,"Other accounts payables",부채,유동부채,기타지급채무,20211231,2278316000000,000660,SK하이닉스
ifrs-full_EquityAndLiabilities,부채및자본총계,"Total equity and liabilities",부채및자본총계,NULL,NULL,20211231,96346525000000,000660,SK하이닉스
ifrs-full_Equity,자본총계,"Total equity",자본,자본총계,NULL,20211231,62191058000000,000660,SK하이닉스
ifrs-full_NoncontrollingInterests,비지배지분,"Non-controlling interests",자본,비지배지분,NULL,20211231,33986000000,000660,SK하이닉스
ifrs-full_RetainedEarnings,이익잉여금,"Retained earnings",자본,"지배기업의 소유지분",이익잉여금,20211231,55784068000000,000660,SK하이닉스
dart_OtherComprehensiveIncomeLossAccumulatedAmount,기타포괄손익누계액,"Other Comprehensive income/loss accumulated amount",자본,"지배기업의 소유지분",기타포괄손익누계액,20211231,675271000000,000660,SK하이닉스
